Review	Liked 
20030312	consumer confidence down as world markets slip	0
20030312	cooma residents get to meet candidates	1
20030312	corinthians hammer error prone strongest in	1
20030312	coroner recommends changes after blood mix up	1
20030312	council gives nod to indoor sports complex	0
20030312	councillor questions pathway risk	1
20030312	couple seeks designer baby to save terminally ill	0
20030312	court hears drugs money led to attack	1
20030312	court rejects accc bid against foster	1
20030312	crime stats fall in some categories	1
20030312	cyclone craig intensifies nears cape york	1
20030312	cyclone set to bring more rain	1
20030312	darwin theatre co lobbies for permanent base	0
20030312	dead babys twin sister remains in qld hospital	0
20030312	death prompts investigation into nsw ambulance	1
20030312	decision held in defamation case against fairfax	1
20030312	diet con wont leave until accc case ends	1
20030312	downer says us will get moral backing for war	1
20030312	drought taking toll on cattle industry agforce	1
20030312	drought transport subsidy plan under fire	1
20030312	easter trading laws may be too late mayor	0
20030312	efforts underway to reduce reef pollution	1
20030312	ergon to boost highfields infrastructure	1
20030312	everyone is citizen of the year in canberra	1
20030312	falun gong couple seek clemency to avoid	1
20030312	family says father in saudi arabia has won	1
20030312	farmers to continue iraq trade	1
20030312	federal funds sought for dukes highway	1
20030312	figures show fall in hunter car thefts	1
20030312	forest fire burns out of control in wa	1
20030312	former bank teller settles court case after hold up	1
20030312	great lakes freeze for first time in years	1
20030312	greens demand transport solutions	1
20030312	group backs campaign to prevent hospital sale	1
20030312	group offering water plan advice airs concerns	1
20030312	group offers help after police stabbing	0
20030312	gunners newcastle in champions league draws	1
20030312	hewitt exacts revenge on el aynaoui	1
20030312	hewitt exacts revenge on el aynaoui scud advances	1
20030312	hope for reduced domestic violence rate	1
20030312	hopes missing yachtsman seen drifting off tas coast	0
20030312	housing sector remains buoyant	1
20030312	husband jailed over attempted murder	1
20030312	icac asked to probe subdivision sewerage charges	1
20030312	immunisations underway after vaccination mishap	1
20030312	indigenous advisory board members resign	1
20030312	injured hodgson in doubt for world cup	1
20030312	inter cancel out shearer double	1
20030312	ipswich drop points at palace	1
20030312	iranian asylum seekers frightened after detention	1
20030312	iraqi community to march on mps office	1
20030312	irish president praises noosa support	1
20030312	its raining men	1
20030312	japanese tourist clips wing in skydiving mishap	1
20030312	johnson returns as england skipper for scottish	1
20030312	judge hands woman 598000 after chair fall	1
20030312	kewell keen to stay at leeds manager	1
20030312	kivilev dies from head injuries	1
20030312	kivilev dies from head injuries after paris nice	1
20030312	land release agreement not a first lim	0
20030312	landslide threat closes road	1
20030312	laverton laments lost flights	1
20030312	law society critical of nsw govts planned bail	1
20030312	long oncology service wait nearly over	1
20030312	malaysia yet to explain rounding up of it	1
20030312	man accused of child sex held in custody	1
20030312	man arrested over bomb threat in china	1
20030312	man extradited after 8 month murder inquiry	1
20030312	man in hospital after melbourne car blast	1
20030312	man jailed over diesel theft	1
20030312	man pleads guilty to assault escapes jail term	0
20030312	man threatens to blow up media agency in china	1
20030312	matildas waltzing to world cup berth	1
20030312	mayor under fire over election slogan	1
20030312	mccarthy gets sunderland job reports	1
20030312	mccarthy not promising miracles at sunderland	0
20030312	mcgrady announces extra coast officers	1
20030312	mcgrane secures greens country labor preferences	1
20030312	missing yacht found but sailor still missing	0
20030312	more talks on north east airline services	1
20030312	more than 200 workers to lose their jobs in bank	1
20030312	mother charged with rape of daughter	1
20030312	motion against war in iraq defeated again	1
20030312	mp concerned candidates dont live in electorate	1
20030312	mp warns against bypass protests	1
20030312	mp welcomes communication grants	1
20030312	mural work to go on show	1
20030312	new un resolution may still get through downer	1
20030312	no direct bali iraq link anderson	0
20030312	nominations sought for nurse award	1
20030312	north qld tourism pushes ahead in europe	1
20030312	no wa govt mps named in police corruption inquiry	1
20030312	nsw coalition promises rail boost	1
20030312	nsw competitions to crack down on umpire abuse	0
20030312	nsw opp stands by reading recovery program	1
20030312	nz rally draws capacity field	1
20030312	opposition parties back defence analyst	1
20030312	ottens out for three months	1
20030312	pakistan says difficult to support war on iraq	0
20030312	parliament gets paradise dam update	1
20030312	peace walkers visit canberra war memorial	1
20030312	perren wins four day honour	1
20030312	pirsa happy with abalone penalties	1
20030312	plan to acquire land at portsea moves one step	1
20030312	police charge 10 teenagers after brawl at sydney	1
20030312	police hold property after drug raids	1
20030312	police investigate fatal accident at gundagai	1
20030312	police lay charges after drug raids	1
20030312	police probe mildura stabbing	0
20030312	police probe roadside body find	1
20030312	police reject toddler case claims	1
20030312	potential to save butterfly scientist	1
20030312	powers carr added to charge list	1
20030312	predictions alice residential land to cost less	0
20030312	prisoners return to custody	1
20030312	push on for new lifesaving clubhouse facilities	1
20030312	qld wants national ban on dog tail docking	1
20030312	queensland rail wins 200m tender	1
20030312	rally cars plan to win over v8 fans	1
20030312	report plays down rabbit farming risks	0
20030312	resignation highlights lack of support for govt	1
20030312	resignation shows govt ignoring advice over iraq	1
20030312	rex boosts mildura flights	1
20030312	riverland police not planning baxter reinforcements	1
20030312	rockets blast down jail doors in france escape	0
20030312	roma grab gunners draw	1
20030312	ryan wants early start on gas extension	1
20030312	sailing jacket found in search for missing	0
20030312	sailing jacket found in search for yachtsman	1
20030312	sa indigenous community to start bush tucker	1
20030312	school staff security boost to prove costly	1
20030312	search for osama bin laden gains momentum	1
20030312	security industry calls for national model	1
20030312	seminar to focus on suicide prevention	1
20030312	serb pm injured in belgrade shooting source	1
20030312	sex assault brochure aimed at indigenous women	1
20030312	some ratepayers to get rate rises capped	1
20030312	some tafe redundancies expected	0
20030312	speculation housing industry headed for soft	1
20030312	stem cell research gets green light in qld	1
20030312	storm coach not feeling pressure to perform	1
20030312	storms wont stop jacaranda festival	1
20030312	survey to consider high risk drinking	1
20030312	task force continues land clearing probe	1
20030312	telstra spends 25 million to control nz company	1
20030312	threat of wheat fungus in australia	1
20030312	tougher water restrictions possible	1
20030312	tour to shed light on de facto law changes	1
20030312	turkeys eu bid falters after cyprus reunification	1
20030312	turner questions health study announcement	1
20030312	two dead in gundagai bus truck crash	0
20030312	two police helicopters shot down in mexico	0
20030312	union launches rail campaign	1
20030312	union welcomes ministers uni visit	1
20030312	un warns of receding forest cover in africa	1
20030312	us aims mother of all bombs at saddam	1
20030312	us court decision over hicks astounding aust lawyer	1
20030312	us military helicopter crashes in ny state	0
20030312	valencia hold ajax in group b stalemate	1
20030312	vic govt under pressure to boost library	1
20030312	victorian parliament okays breastfeeding	1
20030312	video trial for french	1
20030312	wa govt pressured to stop waste move	0
20030312	wallabies can learn from proteas mistakes gregan	1
20030312	warne and lee blackmail witness statements	1
20030312	warne lee blackmail statements withdrawn	1
20030312	warning shots fired at turkish anti us protesters	1
20030312	wa senator to quit at next poll	1
20030312	wasteful arsenal held by 10 man roma	1
20030312	wetlands rehabilitation hits snag	1
20030312	wife on murder charge gets bail	1
20030312	wind helps turn fire away	1
20030312	wing named to face eels	1
20030312	woodbridge says breakaway group will fizzle out	1
20030312	woomera compound to close next month	1
20030312	world cup semi final pitch to be reviewed	1
20030312	yacht found off tas coast but man still missing	0
20030313	act parliament to allow breastfeeding inside	1
20030313	act votes against anti gay language	1
20030313	afl to address umpire shortage	1
20030313	agreement would see mining native title co exist	1
20030313	aid groups stockpiling supplies to help refugees	1
20030313	airline clears air over services withdrawal	1
20030313	alp mp attacks nats candidate over land clearing	1
20030313	ama doubts benefits of govts rural insurance	1
20030313	amazing comeback sees sixers past cats hawks down	1
20030313	amp defies stock market retreat	1
20030313	amp tells ex boss to take or leave 21m payout	1
20030313	anderson appointed coach of new zealand	1
20030313	anderson appointed new zealand coach	1
20030313	an early taste of later battles	1
20030313	appeals court considers arranged marriage	1
20030313	asic strikes deal with former onetel boss	1
20030313	aust energy forum kicks off in darwin	1
20030313	australia looking to send warning message to world	1
20030313	australia unchanged for davis cup clash in sweden	1
20030313	awb quiet about shareholder voting	1
20030313	backing for council building regulations review	1
20030313	baptist pastor committed to stand trial	1
20030313	birmingham to host the worlds best indoors	1
20030313	blair committed to see iraq crisis through downer	1
20030313	blatter no supporter of expanded world cup	1
20030313	boost for griffith dialysis services	1
20030313	britain lists six tests for iraq to avoid war	1
20030313	britain sets out fresh demands for iraq to disarm	1
20030313	british compromise fails to woo veto powers	0
20030313	bulls line up waratahs for arm wrestle	1
20030313	call for putt to resign over incorrect accusation	1
20030313	call to boost medical school places	1
20030313	candidate councillor threaten to sue refshauge	1
20030313	cattle sales declared a success	1
20030313	cessnock forum tackles jobless rate	1
20030313	chief justice calls for appointment of another tas	1
20030313	claim us has secured un vote majority just media	1
20030313	committee holds local govt cost shifting hearings	1
20030313	commonwealth urged to reconsider doctors	1
20030313	community sporting consultations now extended	1
20030313	council ceo set to retire	1
20030313	council cites pay rise requests as ridiculous	0
20030313	councillor now backing ocean outfall plan	1
20030313	court orders thredbo disaster mediation	1
20030313	cox quits tigers vice captaincy	1
20030313	crean calls for restart of n dump site search	1
20030313	creans calls for pm to show iraq terrorist links	1
20030313	crows select carey for collingwood clash	1
20030313	cuckoo squatter gets evicted out of other birds	0
20030313	cyclists mourn kivilevs death	1
20030313	cyclone craig weakens to tropical low	1
20030313	dangerous rail crossings highlighted	0
20030313	davis cup squad unchanged for swiss tie	1
20030313	deadly shark attack prompts ad campaign	0
20030313	de la rosa returns to f1 driving for mclaren	1
20030313	delays in paedophile case frustrate judge	1
20030313	democrats dismiss pms address as simpering	1
20030313	developer at odds with council over gnarabup beach	1
20030313	development on maria island wont disturb national	1
20030313	dollar down further in market replay	0
20030313	dollar slips beneath 60 us cents	1
20030313	drilling starts in salinity study	1
20030313	drug accused moroccan accuses kenyans of rumour	1
20030313	eagles to face demons without matera brothers	1
20030313	economists predicting big drop in total employment	1
20030313	efforts underway soon to unlock natural gas	1
20030313	enron executives charged with fraud	1
20030313	escaped dog on plane forces landing	1
20030313	farmers still positive about drought ending	1
20030313	fate of opposing strikers may decide celtic	1
20030313	fears woomera closure will deter space industry	1
20030313	field days expansion plan shelved	1
20030313	firm defends rail job cuts	0
20030313	firm still seeking desalination plant approval	0
20030313	fishermen reject marine reserve proposal	1
20030313	former council ceo considers legal action over	1
20030313	former fai chief giving evidence at hih	1
20030313	france rejects britain offer on iraq	1
20030313	french response baffles britain howard hits	1
20030313	further oil deposit found off dongara	1
20030313	geelong mayors accounting fraud earns 10 years jail	0
20030313	gilbert keen to finish on high	1
20030313	goodman fielder caves in to takeover	1
20030313	govt opens more air routes to competition	1
20030313	govt trying to dismantle atsic robinson	1
20030313	gp welcomes medical indemnity plan	1
20030313	hanson tours central west nsw	1
20030313	hawks come from behind to down crocs	0
20030313	hawks swoop on crocs	1
20030313	hewitt advances as safin dismantles scud	1
20030313	hewitt fitz gerald camplin take top sports gongs	1
20030313	homes lost in fires will not be rebuilt	1
20030313	hopes fading of finding missing yachtsman	0
20030313	hospital emergency figures fuel election debate	1
20030313	hospitalised mexican president refuses to announce	1
20030313	howard appeals for support in campaign against iraq	1
20030313	howard states case against iraq	1
20030313	huge increase in people caught speeding	1
20030313	hysterical community response to waste plant govt	0
20030313	india says malaysia regrets raids on it workers	0
20030313	inquiry to focus on regional banking services	1
20030313	investigation into turbulence problems	1
20030313	iraq denies drone aircraft for biological warfare	1
20030313	iraq destroys three more banned missiles	1
20030313	iraqi community wants reputation restored	1
20030313	iraq peace process falling apart chile	1
20030313	japan rockers property manager jailed for 27m fraud	1
20030313	job figures dont match strong economy labor	1
20030313	jobless rate falls to four month low	1
20030313	juveniles in custody in nt almost double	1
20030313	kalgoorlie boulder housing market on top	1
20030313	kashmir bus blast kills four	1
20030313	keeling apologises to court over onetel collapse	1
20030313	kenya snares semis berth	1
20030313	kidman zellweger in oscar cliffhanger	1
20030313	labor pledges environment boost	1
20030313	learning pathway trial extended	1
20030313	local farmer may run for federal parliament	1
20030313	local member accused of cutting jobs	0
20030313	locust increase to be contained by dry conditions	0
20030313	loss of airline wont impact town	1
20030313	love not concerned about toss despite rain	1
20030313	lpga tour season kicks off in tucson	1
20030313	major oil producers accused of boycotting oil forum	1
20030313	man found unfit to face rape trial	1
20030313	man missing police search area	0
20030313	man on sex charges granted bail	1
20030313	man to stand trial over toowoomba murder	1
20030313	medical indemnity plan welcomed	1
20030313	melbourne comm games face cost blow out	1
20030313	millions of dollars to be spent on protecting lakes	0
20030313	minister defends timing of woomera closure	1
20030313	mobile operating theatre visits north west nsw	1
20030313	more jobs for it workers	1
20030313	more rain needed to reduce water supply salinity	1
20030313	mozzie coil may be behind house blaze	0
20030313	music robot set to predict chart hits	1
20030313	nauru parliament breaks speaker stalemate	1
20030313	navy wont send doctor under investigation home	1
20030313	netballer awarded damages over pregnancy ban	1
20030313	new efforts to curb road kill	1
20030313	new guidelines to have little impact on fishers	0
20030313	n korea close to nuclear capability us says	1
20030313	no st pats for sky	1
20030313	nsw coalition pledges specialist rural health unit	1
20030313	nt opposition accuses labor of being soft on crime	1
20030313	offer doesnt appease coast police	1
20030313	opp accuses labor of emergency dept figures cover	1
20030313	park to be handed back to indigenous community	1
20030313	patrol boats snub confuses council	1
20030313	pelican shores developer not at fault councillor	1
20030313	philippines military fights off rebels	0
20030313	pine gap aiding us war effort former defence	1
20030313	plans to decrease parking costs mere publicity	0
20030313	pm fails to link iraq and terrorism crean	0
20030313	pm fails truth test on iraq crean	0
20030313	pm to state case against iraq	1
20030313	police arrest 66 in murder series in nigeria	0
20030313	policeman found not guilty of rape	1
20030313	police probe fatal car crash	1
20030313	ponting hoping to send warning message	1
20030313	port pays the price for roughing up dockers	1
20030313	portsmouth entrench position atop first division	1
20030313	premier rejects overspending claims	1
20030313	protesters rally as pm gives iraq speech	1
20030313	push for ban on tail docking draws criticism	1
20030313	rain helping break illawarra drought	1
20030313	real cut milans champions lead	1
20030313	red cross seeks blood donations	1
20030313	residents may be penalised for not stopping	1
20030313	residents unhappy with freeway probe	0
20030313	rivercare workers to help boost wetlands	1
20030313	robertson upbeat about election chances	1
20030313	rowing record progressing slowly	0
20030313	russia calls for more time for iraq	1
20030313	sa govt misrepresented over housing issue mcewen	1
20030313	scientists walk in worlds oldest footsteps	1
20030313	search continues for missing yachtsman	0
20030313	search for missing yachtsman suspended	0
20030313	security council meets on iraq draft	1
20030313	silver spike champs begin campaign	1
20030313	smart phones will know when you cant answer	1
20030313	sorenstam missing from lpga opener	0
20030313	stomach flu bug hits indian wells tournament	1
20030313	subjects cut as teachers drop out survey	1
20030313	survey highlights fewer regional communication	1
20030313	survival rates of chinas artificially bred pandas	0
20030313	suspects in serbia pm killing on the run	1
20030313	tafe wants local workers for projects	1
20030313	tasmanian man extradited to darwin	1
20030313	three hundred strike at the age	1
20030313	tikolo hails kenyas greatest day	1
20030313	timber expansion promises hundreds more jobs	1
20030313	timber workers strike for better pay	1
20030313	tourist train set to run in north qld	1
20030313	troops ready for war cosgrove	1
20030313	turkeys pm fast tracks cabinet for new us vote	1
20030313	two die in west bank gun battle	1
20030313	ullrichs team confident suspension will be lifted	1
20030313	unemployment rate falls to 6 pc	1
20030313	uni given access to qlds biggest supercomputer	1
20030313	un team resumes khmer rouge talks	1
20030313	us forces commander arrives at qatar base	0
20030313	us girl found nine months after disappearance	1
20030313	us masters womens protest bid goes to courts	1
20030313	us sticking to iraq deadline	1
20030313	us trade deficit narrows to more than us41 billion	1
20030313	vic govt defends fire season efforts	1
20030313	wa man heads to iraq as peace campaign worker	1
20030313	waugh tossing up test future	1
20030313	wheat shareholders elect new director	1
20030313	who issues global health alert over pneumonia	1
20030313	widow unhappy with qld govt response	0
20030313	wildcats licking their wounds after dramatic loss	0
20030313	williamson claims second packers prize with ward	1
20030313	wind farm project delayed	1
20030313	woman dead in car accident	0
20030313	woman guilty of receiving secrets from spy	0
20030313	woman stabs man in face	1
20030313	woods els mickelson garcia to play in better ball	1
20030313	workers union set to campaign for pay rise	1
20030313	worlds first artificial brain tissue to be tested	0
20030313	young guns jockey for the limelight on pga	1
20030313	zimbabwe minister says govt to amend tough media	0
20030314	360 civilians killed during palestinian uprising	0
20030314	aboriginal legal service can appeal fed court	1
20030314	aceh still lives e timors bad old days academic	0
20030314	act residents slugged with petrol price hike	1
20030314	age employees agree to return to work	1
20030314	age journalists striking to preserve credibility	1
20030314	airlines to appeal court ruling on blood clots	1
20030314	air route to open to competition once threshold met	1
20030314	alice springs not at risk of attack mp	1
20030314	ama judges nsw parties even on health policies	1
20030314	amp batchelor dispute may end up in court	1
20030314	antarctic supply ship makes last run	1
20030314	anti doping court to govern all sports	1
20030314	anti war protesters pelt eggs at pms car	1
20030314	at least 11 killed in italy in 100 car pileup	0
20030314	aust market follows global rebound	1
20030314	australian athletes asked to lift their game for	0
20030314	aust us free trade talks begin	1
20030314	authorities plan investigation into trefoil plane	1
20030314	authorities search for bomb suspects	1
20030314	award recognises goolagong cawley	1
20030314	bali survivor mccartney returns	1
20030314	banking industry moves to tackle fraud	1
20030314	bass strait ferry turns back for ill passenger	0
20030314	beach management change expected	0
20030314	black caps make changes for must win match	1
20030314	blake to stand trial for wifes murder	1
20030314	body found in leven river	1
20030314	bracks to launch bushfires probe	1
20030314	brigadier prevented from attending defence expo	1
20030314	britain considers crisis summit	1
20030314	broken hill jobless rate falling	0
20030314	brumbies earn bonus	1
20030314	bulls fight back after slater ton	1
20030314	cairns dengue fever outbreak worsens	1
20030314	call for country police boost	1
20030314	call for release of speeding statistics	1
20030314	call for water sharing plans review	1
20030314	carey ricciuto set to play against collingwood	1
20030314	cdep seeks safety officer scheme	1
20030314	child care centre wants state wide pay rise	1
20030314	church airs asylum seeker concerns	1
20030314	church fears for expelled iranian asylum seekers	1
20030314	claims chopper safety directive likely to impact	1
20030314	claims site near broken hill suitable for	1
20030314	clarence water restrictions to be removed	1
20030314	clijsters cruises into indian wells semi finals	1
20030314	climate change caused demise of mayans report	1
20030314	clp may resurrect mandatory sentencing	1
20030314	coffs looks forward to stronger growth	1
20030314	commercial fishers seek aid parity	1
20030314	company cops fine for diesel spill	1
20030314	conference to hear billionaires irrigation plan	1
20030314	copy of queensland lands first blow in domestic	1
20030314	correctional centre safety talks continue	1
20030314	councillor expelled after name calling	1
20030314	councils air imc loss concerns	1
20030314	court reserves appeal decision on darcy	1
20030314	court says backpacker responsible for diving	1
20030314	court to decide on bail for sex case accused	1
20030314	crows gamble on carey	1
20030314	crows to use carey sparingly	1
20030314	dalby awards tender for desalination plant	1
20030314	dead woman found two years later	0
20030314	death toll rises to 11 in bombay train bombing	1
20030314	debate rages over freeway bypass	1
20030314	differences resolved over mall work	1
20030314	dolphins hope to keep winning streak alive	1
20030314	dozens arrested after serbian pms killing report	1
20030314	eagles to face demons without matera brothers	1
20030314	easing of water restrictions still not a certainty	1
20030314	environment strategy introduced in japan	1
20030314	eye scans proposal for nsw jails	1
20030314	federal funds for black spot	0
20030314	federal in fighting hurts nsw democrats	1
20030314	first woman chosen as waff section president	1
20030314	fisheries dept investigating deaths in southern qld	1
20030314	fitzroy legend dies aged 80	0
20030314	france insists on peaceful iraq solution	1
20030314	funds boost for limestone coast development board	1
20030314	gas project for burrup peninsula shelved	1
20030314	german court far from egg static over teachers	1
20030314	german leader condemns logic of war	1
20030314	girls in hospital after being hit at adelaide	1
20030314	gold coast seeking new ceo	1
20030314	gold slumps to three month low	1
20030314	govt criticised over stall on superannuation	1
20030314	govt support for magnesium smelter study	1
20030314	govt waves big stick after amp golden handshake	1
20030314	grey water use puts on spurt	0
20030314	harvey norman announces 16 pc profit jump	1
20030314	health insurance premiums to rise	1
20030314	health insurance will go up yearly aca	1
20030314	health service welcomes renal unit announcement	1
20030314	hedc to continue sasktel efforts	1
20030314	helicopter heads to stricken bushwalker	1
20030314	hewitt advances as safin dismantles scud	1
20030314	hewitt battles to quarter final berth	1
20030314	hollywood stars rsvp for oscars	1
20030314	homicide investigation launched in guilford area	1
20030314	hope for improved water conservation awareness	1
20030314	hope for resolution to lifesaving club row	1
20030314	howard moves to win over iraq doubters	1
20030314	howard would defy polls to join iraq war	1
20030314	inquiry to examine aust indon relationship	1
20030314	interested native title parties urged to register	1
20030314	iraq rejects british proposal to avoid war	1
20030314	israeli guards killed in army mistake	0
20030314	kane grabs one stroke lead at lpga season opener	1
20030314	kane leads lpga season opener	1
20030314	khan captures four as new zealand falter	1
20030314	king of pop ordered to pay us53m for concert no	1
20030314	last two bali victims buried in solemn ceremony	1
20030314	light plane mishap in caloundra	1
20030314	live animal exports decline	1
20030314	local govt merger plan in hands of councillors	1
20030314	low asbestos levels found at armidale university	1
20030314	man charged with more than 60 sex offences	1
20030314	man dead after brawl north of perth	0
20030314	man dies after being restrained by neighbours	1
20030314	manhunt after shooting in adelaide	1
20030314	man to face court on theft charges	1
20030314	market holding early gains	1
20030314	mccarthy steps into premier league relegation	1
20030314	medicos predict up to 260000 iraqi deaths	1
20030314	melbourne to adopt mallee scheme	1
20030314	men charged over separate stabbings	1
20030314	mental illness education course begins	0
20030314	merger for fire service district	1
20030314	mid west jobless rate falls	1
20030314	mine owners looking for workers soon	1
20030314	minister considers worker housing shortage	1
20030314	monarch butterflies survive cold winter	0
20030314	more shoppers rejecting plastic survey	1
20030314	more suburbs added to dengue outbreak area	1
20030314	most iluka mildura workers to relocate to hamilton	1
20030314	mp wants more pine gap details	1
20030314	mt isa mayor hints at standing again	1
20030314	nats air council road funding concerns	1
20030314	new facility aiming to develop juvenile diabetes	0
20030314	new hiv prevention drug approved in the us	1
20030314	nine dead 60 injured as bomb rips through bombay	0
20030314	n korea may be preparing to test ballistic missile	1
20030314	north west jobless rate falls	1
20030314	note to bag owner wheres your patriotism	1
20030314	nrl board still considering storm salary cap	1
20030314	nt govt rejects opp claim over jailing for	1
20030314	nurses get temporary reprieve	1
20030314	nylex faces hefty fine if guilty of oil spill	0
20030314	one dead as cyclone hits new caledonia	0
20030314	opposition to second regulated power interconnector	1
20030314	parents seek school answers	1
20030314	parliamentarians should be allowed to breastfeed	1
20030314	parliament house considering security measures	1
20030314	patient treatment costs a federal responsibility	1
20030314	peaceful anti war protest staged in melbourne	1
20030314	pension welfare payments increase	1
20030314	police abandon road pursuit	1
20030314	police launch plan to target drink drivers	1
20030314	police probe diouf spitting incident	1
20030314	police probe home invasion	1
20030314	political magazine closed by chinese govt	0
20030314	port kembla steelworks evacuated due to fire	0
20030314	port kembla steelworks fire extinguished	1
20030314	portrait of terror sheikh as a young man	1
20030314	protesters target pm at centre funding announcement	1
20030314	push on for leagues club changes	1
20030314	qld govt willing to discuss rural transport	1
20030314	queenslanders urged to be tolerant towards muslims	1
20030314	rain helps ease jobless rate	1
20030314	refshauge apologises to councillor	1
20030314	roadblock parties ordered into mediation	1
20030314	roff hat trick steers act through as crusaders	1
20030314	roosters crush eels in season opener	1
20030314	roosters eels clash to kick start nrl season	1
20030314	s african asbestos company to shell out us60m compo	1
20030314	sawmill operator seeks more licence compo	1
20030314	sawmill workers continue pay campaign	1
20030314	school of the air to go high tech	1
20030314	scully hits back over rail system	1
20030314	search for missing yachtsman scaled down	0
20030314	security council ends talks deadlock remains	1
20030314	senden one shot shy of american trio	0
20030314	senden one shot shy of american trio in us pga	0
20030314	sex case decision splits aged care industry	0
20030314	shires look forward to air changes	1
20030314	singapore warns travellers after virus outbreak	1
20030314	slater stars for blues on day one	1
20030314	sopranos filming delayed over contract dispute	1
20030314	souris outlines regional roads funding	1
20030314	south east water licensees to pay levy	1
20030314	sri lanka hoping for new zealand defeat	1
20030314	staffing rail stations would mean ticket hike	0
20030314	storm floods sweep through canberra	1
20030314	super reforms will not be compromised govt	1
20030314	sweden expels two iraqi diplomats	1
20030314	task force to probe suicide rate	1
20030314	teen shot in back of neck in sydney	1
20030314	ten palestinians die in rebel clashes	1
20030314	tourism council calls for all weather access roads	1
20030314	turkey bans main kurdish party	1
20030314	two dead after semi trailer cars collide	0
20030314	uefa cup quarters on a knife edge	1
20030314	unemployment rate on the rise	1
20030314	un human rights chief slams guantanamo black hole	0
20030314	union concerned over qantas drug alcohol policy	1
20030314	unions consider legal fight over bhp outsourcing	1
20030314	united counting on euro pressure to get gunners	1
20030314	un majority wants no iraq war schroeder	1
20030314	un unlikely to reach iraq deal howard	0
20030314	us claims unusual activity at n korea test sites	1
20030314	us military masses for iraq offensive	0
20030314	usq planning us alliance	1
20030314	us senate outlaws partial birth abortions	0
20030314	us spy planes back in n korea skies	1
20030314	wallabies captain becomes coffs ambassador	1
20030314	war possibility delays rail opening	1
20030314	water board signs off on infrastructure spending	1
20030314	water plan under scrutiny	1
20030314	weapon inspector dies in iraq road crash	1
20030314	well win it for andy says zimbabwe captain	1
20030314	winds may have contributed to ultralight crash	1
20030314	woman dies in car crash	1
20030314	woman fronts court over stabbing	0
20030314	woomera only site for nuclear dump govt	1
20030314	workers walk out over asbestos find	1
20030314	work to start soon on new mine	1
20030314	worldcom announces us80b write off	1
20030314	wwi veteran released from hospital	1
20030315	aids drug shows promising signs	1
20030315	alsace amateurs seek to prolong fairytale cup run	1
20030315	american qualifier spadea through to semis	1
20030315	anti war medical group meets in sa	1
20030315	atapattu century puts sri lanka in good position	1
20030315	aussie striker sterjovski gives lille hope	1
20030315	barrichello blames hans for melbourne crash	1
20030315	begay gains share of lead in florida	1
20030315	blacklock brilliance enlivens waratahs win	1
20030315	blair welcomes mid east peace roadmap	1
20030315	blix completes check list draft for iraq	1
20030315	blix receives latest report listing iraqs wmd	1
20030315	blues snatch title	1
20030315	bochum stand in way of bayerns one horse race	1
20030315	brizuela snatches late equaliser for ecuadors	0
20030315	bunnies make bulldogs sweat	1
20030315	bunnies make bulldogs sweat raiders pillage nth qld	1
20030315	bush delaying for palestinian pm	1
20030315	bushs peace roadmap to be released when	1
20030315	bush waives pakistan sanctions	1
20030315	cambodia agrees to pay for trashing of thai embassy	1
20030315	canberra police to blitz nightspot car parks	1
20030315	carr promises regional park for coffs	1
20030315	chile proposes 3 week disarmament plan	1
20030315	china to name new president	1
20030315	cipollini sprints to first win of season	1
20030315	clijsters overwhelms martinez to advance to final	1
20030315	commonwealth games could be my swansong freeman	1
20030315	crows take out pre season final	1
20030315	darwin police charge teenager over shooting	1
20030315	davenport clijsters to clash in indian wells final	1
20030315	dawes kasper strike as bulls dismiss blues	1
20030315	defence criticised over late asbestos warning	0
20030315	democrats call for the release of gulf war health	1
20030315	deportivo turn to domestic duties after european	1
20030315	diouf cops spitting fine	1
20030315	dont underestimate kenya gilchrist	1
20030315	edilson sacked by japanese club	1
20030315	els to take on woods in germany	1
20030315	experts to examine body of dolphin	1
20030315	fed govt may collect ambo levy through medicare	1
20030315	flower announces international retirement	1
20030315	french hopeful summit will assist peace process	1
20030315	ganguly fights shy of australia showdown	0
20030315	ganguly wants sri lanka in final	1
20030315	gatlin and block well up to speed	1
20030315	gilchrist backs ponting if waugh backs down	0
20030315	greenpeace protesters clash with police in spain	1
20030315	gremio win in libertadores to save coachs job	1
20030315	group campaigns on urban planning platform	1
20030315	health insurers cleared for annual increases aca	1
20030315	hewitt into indian wells semis	1
20030315	hewitt still top dog	1
20030315	howell remesy top qatar leaderboard	1
20030315	hurricanes sweep past sharks	0
20030315	india strolls to win over kiwis	1
20030315	india stroll to win over kiwis	1
20030315	inquiry ordered after suspected murderer escapes	1
20030315	iranian detainees stage hunger strike	1
20030315	iranian detainees to finish hunger strike	1
20030315	iraqi troops plant northern border bombs	1
20030315	jiranek ready to keep milan in czech	1
20030315	kazakh vinokourov dedicates stage win to kivilev	1
20030315	kenya call for test status from 2005	1
20030315	kings eliminate tigers	1
20030315	kosciuszko national park roads re opened	1
20030315	kuerten romps to last four	1
20030315	lehmann joins in with pitch criticism	1
20030315	local council polls close	1
20030315	mallon shoots 60 in tucson	1
20030315	man charged over 100 break and enter offences	1
20030315	man escapes police custody after questioning	1
20030315	many qld shires still drought declared despite rain	1
20030315	mortlock in doubt after shoulder knock	1
20030315	nantes tame lens to keep leaders in sight	0
20030315	nasa looking to resume shuttle flights this year	1
